participantID,StartDate,day,mood
sp10-01-55,2010-08-02T16:48:59Z,2010-08-03,Happy or content
sp10-01-55,2010-08-02T16:48:59Z,2010-08-03,Calm or peaceful
sp10-01-55,2010-08-02T16:48:59Z,2010-08-04,Happy or content
sp10-01-55,2010-08-02T16:48:59Z,2010-08-04,Calm or peaceful
sp10-01-55,2010-08-02T16:48:59Z,2010-08-05,Happy or content
sp10-01-55,2010-08-02T16:48:59Z,2010-08-05,Calm or peaceful
sp10-01-55,2010-08-02T16:48:59Z,2010-08-05,Stressed or anxious
sp10-01-55,2010-08-02T16:48:59Z,2010-08-06,Calm or peaceful
sp10-01-55,2010-08-02T16:48:59Z,2010-08-06,Stressed or anxious
sp10-01-55,2010-08-02T16:48:59Z,2010-08-06,Angry or frustrated
sp10-01-55,2010-08-02T16:48:59Z,2010-08-07,Happy or content
sp10-01-55,2010-08-02T16:48:59Z,2010-08-07,Calm or peaceful
sp10-01-55,2010-08-02T16:48:59Z,2010-08-08,Happy or content
sp10-01-55,2010-08-02T16:48:59Z,2010-08-08,Calm or peaceful
sp10-01-55,2010-08-02T16:48:59Z,2010-08-08,Angry or frustrated
sp10-01-55,2010-08-02T16:48:59Z,2010-08-02,Stressed or anxious
sp10-01-55,2010-08-02T16:48:59Z,2010-08-03,Happy or content
sp10-01-55,2010-08-02T16:48:59Z,2010-08-04,Calm or peaceful
sp10-01-55,2010-08-02T16:48:59Z,2010-08-05,Calm or peaceful
sp10-01-55,2010-08-02T16:48:59Z,2010-08-06,Calm or peaceful
sp10-01-55,2010-08-02T16:48:59Z,2010-08-07,Happy or content
sp10-01-55,2010-08-02T16:48:59Z,2010-08-08,Happy or content
sp10-01-19,2010-08-02T14:52:19Z,2010-08-02,Happy or content
sp10-01-19,2010-08-02T14:52:19Z,2010-08-03,Happy or content
sp10-01-19,2010-08-02T14:52:19Z,2010-08-04,Happy or content
sp10-01-19,2010-08-02T14:52:19Z,2010-08-05,Happy or content
sp10-01-19,2010-08-02T14:52:19Z,2010-08-06,Happy or content
sp10-01-19,2010-08-02T14:52:19Z,2010-08-07,Happy or content
sp10-01-19,2010-08-02T14:52:19Z,2010-08-08,Happy or content
sp10-01-19,2010-08-02T14:52:19Z,2010-08-02,Happy or content
sp10-01-19,2010-08-02T14:52:19Z,2010-08-03,Happy or content
sp10-01-19,2010-08-02T14:52:19Z,2010-08-04,Happy or content
sp10-01-19,2010-08-02T14:52:19Z,2010-08-05,Happy or content
sp10-01-19,2010-08-02T14:52:19Z,2010-08-06,Happy or content
sp10-01-19,2010-08-02T14:52:19Z,2010-08-07,Happy or content
sp10-01-19,2010-08-02T14:52:19Z,2010-08-08,Happy or content
sp10-01-18,2010-08-02T14:34:32Z,2010-08-02,Calm or peaceful
sp10-01-18,2010-08-02T14:34:32Z,2010-08-03,Calm or peaceful
sp10-01-18,2010-08-02T14:34:32Z,2010-08-04,Calm or peaceful
sp10-01-18,2010-08-02T14:34:32Z,2010-08-05,Happy or content
sp10-01-18,2010-08-02T14:34:32Z,2010-08-05,Calm or peaceful
sp10-01-18,2010-08-02T14:34:32Z,2010-08-06,Happy or content
sp10-01-18,2010-08-02T14:34:32Z,2010-08-06,Calm or peaceful
sp10-01-18,2010-08-02T14:34:32Z,2010-08-07,Happy or content
sp10-01-18,2010-08-02T14:34:32Z,2010-08-07,Calm or peaceful
sp10-01-18,2010-08-02T14:34:32Z,2010-08-08,Calm or peaceful
sp10-01-18,2010-08-02T14:34:32Z,2010-08-02,Calm or peaceful
sp10-01-18,2010-08-02T14:34:32Z,2010-08-03,Calm or peaceful
sp10-01-18,2010-08-02T14:34:32Z,2010-08-04,Calm or peaceful
sp10-01-18,2010-08-02T14:34:32Z,2010-08-05,Happy or content
sp10-01-18,2010-08-02T14:34:32Z,2010-08-06,Happy or content
sp10-01-18,2010-08-02T14:34:32Z,2010-08-07,Happy or content
sp10-01-18,2010-08-02T14:34:32Z,2010-08-08,Happy or content
sp10-01-05,2010-08-17T13:53:39Z,2010-07-26,Happy or content
sp10-01-05,2010-08-17T13:53:39Z,2010-07-27,Happy or content
sp10-01-05,2010-08-17T13:53:39Z,2010-07-28,Happy or content
sp10-01-05,2010-08-17T13:53:39Z,2010-07-29,Happy or content
sp10-01-05,2010-08-17T13:53:39Z,2010-07-30,Happy or content
sp10-01-05,2010-08-17T13:53:39Z,2010-07-31,Happy or content
sp10-01-05,2010-08-17T13:53:39Z,2010-08-01,Happy or content
sp10-01-05,2010-08-17T13:53:39Z,2010-07-26,Calm or peaceful
sp10-01-05,2010-08-17T13:53:39Z,2010-07-27,Calm or peaceful
sp10-01-05,2010-08-17T13:53:39Z,2010-07-28,Calm or peaceful
sp10-01-05,2010-08-17T13:53:39Z,2010-07-29,Calm or peaceful
sp10-01-05,2010-08-17T13:53:39Z,2010-07-30,Calm or peaceful
sp10-01-05,2010-08-17T13:53:39Z,2010-07-31,Calm or peaceful
sp10-01-05,2010-08-17T13:53:39Z,2010-08-01,Calm or peaceful
sp10-01-09,2010-08-11T23:31:08Z,2010-07-26,Happy or content
sp10-01-09,2010-08-11T23:31:08Z,2010-07-26,Stressed or anxious
sp10-01-09,2010-08-11T23:31:08Z,2010-07-27,Happy or content
sp10-01-09,2010-08-11T23:31:08Z,2010-07-27,Stressed or anxious
sp10-01-09,2010-08-11T23:31:08Z,2010-07-28,Happy or content
sp10-01-09,2010-08-11T23:31:08Z,2010-07-28,Stressed or anxious
sp10-01-09,2010-08-11T23:31:08Z,2010-07-29,Happy or content
sp10-01-09,2010-08-11T23:31:08Z,2010-07-29,Stressed or anxious
sp10-01-09,2010-08-11T23:31:08Z,2010-07-30,Happy or content
sp10-01-09,2010-08-11T23:31:08Z,2010-07-30,Stressed or anxious
sp10-01-09,2010-08-11T23:31:08Z,2010-07-31,Stressed or anxious
sp10-01-09,2010-08-11T23:31:08Z,2010-08-01,Stressed or anxious
sp10-01-09,2010-08-11T23:31:08Z,2010-07-26,Happy or content
sp10-01-09,2010-08-11T23:31:08Z,2010-07-27,Happy or content
sp10-01-09,2010-08-11T23:31:08Z,2010-07-28,Happy or content
sp10-01-09,2010-08-11T23:31:08Z,2010-07-29,Happy or content
sp10-01-09,2010-08-11T23:31:08Z,2010-07-30,Happy or content
sp10-01-09,2010-08-11T23:31:08Z,2010-07-31,Stressed or anxious
sp10-01-09,2010-08-11T23:31:08Z,2010-08-01,Stressed or anxious
sp10-01-50,2010-08-10T15:07:11Z,2010-07-26,Happy or content
sp10-01-50,2010-08-10T15:07:11Z,2010-07-27,Happy or content
sp10-01-50,2010-08-10T15:07:11Z,2010-07-28,Calm or peaceful
sp10-01-50,2010-08-10T15:07:11Z,2010-07-28,Stressed or anxious
sp10-01-50,2010-08-10T15:07:11Z,2010-07-29,Stressed or anxious
sp10-01-50,2010-08-10T15:07:11Z,2010-07-30,Stressed or anxious
sp10-01-50,2010-08-10T15:07:11Z,2010-07-31,Happy or content
sp10-01-50,2010-08-10T15:07:11Z,2010-07-31,Stressed or anxious
sp10-01-50,2010-08-10T15:07:11Z,2010-08-01,Calm or peaceful
sp10-01-50,2010-08-10T15:07:11Z,2010-07-26,Happy or content
sp10-01-50,2010-08-10T15:07:11Z,2010-07-27,Happy or content
sp10-01-50,2010-08-10T15:07:11Z,2010-07-28,Stressed or anxious
sp10-01-50,2010-08-10T15:07:11Z,2010-07-29,Stressed or anxious
sp10-01-50,2010-08-10T15:07:11Z,2010-07-30,Stressed or anxious
sp10-01-50,2010-08-10T15:07:11Z,2010-07-31,Stressed or anxious
sp10-01-50,2010-08-10T15:07:11Z,2010-08-01,Calm or peaceful
sp10-01-08,2010-08-08T00:25:11Z,2010-07-26,Happy or content
sp10-01-08,2010-08-08T00:25:11Z,2010-07-26,Stressed or anxious
sp10-01-08,2010-08-08T00:25:11Z,2010-07-27,Happy or content
sp10-01-08,2010-08-08T00:25:11Z,2010-07-27,Stressed or anxious
sp10-01-08,2010-08-08T00:25:11Z,2010-07-27,Angry or frustrated
sp10-01-08,2010-08-08T00:25:11Z,2010-07-28,Happy or content
sp10-01-08,2010-08-08T00:25:11Z,2010-07-28,Stressed or anxious
sp10-01-08,2010-08-08T00:25:11Z,2010-07-28,Angry or frustrated
sp10-01-08,2010-08-08T00:25:11Z,2010-07-29,Happy or content
sp10-01-08,2010-08-08T00:25:11Z,2010-07-29,Stressed or anxious
sp10-01-08,2010-08-08T00:25:11Z,2010-07-29,Angry or frustrated
sp10-01-08,2010-08-08T00:25:11Z,2010-07-30,Happy or content
sp10-01-08,2010-08-08T00:25:11Z,2010-07-30,Calm or peaceful
sp10-01-08,2010-08-08T00:25:11Z,2010-07-31,Happy or content
sp10-01-08,2010-08-08T00:25:11Z,2010-07-31,Calm or peaceful
sp10-01-08,2010-08-08T00:25:11Z,2010-08-01,Happy or content
sp10-01-08,2010-08-08T00:25:11Z,2010-08-01,Calm or peaceful
sp10-01-08,2010-08-08T00:25:11Z,2010-07-26,Stressed or anxious
sp10-01-08,2010-08-08T00:25:11Z,2010-07-27,Stressed or anxious
sp10-01-08,2010-08-08T00:25:11Z,2010-07-28,Stressed or anxious
sp10-01-08,2010-08-08T00:25:11Z,2010-07-29,Angry or frustrated
sp10-01-08,2010-08-08T00:25:11Z,2010-07-30,Happy or content
sp10-01-08,2010-08-08T00:25:11Z,2010-07-31,Happy or content
sp10-01-08,2010-08-08T00:25:11Z,2010-08-01,Happy or content
sp10-01-45,2010-08-08T00:10:21Z,2010-07-26,Happy or content
sp10-01-45,2010-08-08T00:10:21Z,2010-07-26,Calm or peaceful
sp10-01-45,2010-08-08T00:10:21Z,2010-07-26,Sad or depressed
sp10-01-45,2010-08-08T00:10:21Z,2010-07-26,Angry or frustrated
sp10-01-45,2010-08-08T00:10:21Z,2010-07-27,Happy or content
sp10-01-45,2010-08-08T00:10:21Z,2010-07-27,Calm or peaceful
sp10-01-45,2010-08-08T00:10:21Z,2010-07-27,Stressed or anxious
sp10-01-45,2010-08-08T00:10:21Z,2010-07-27,Sad or depressed
sp10-01-45,2010-08-08T00:10:21Z,2010-07-27,Angry or frustrated
sp10-01-45,2010-08-08T00:10:21Z,2010-07-28,Happy or content
sp10-01-45,2010-08-08T00:10:21Z,2010-07-28,Calm or peaceful
sp10-01-45,2010-08-08T00:10:21Z,2010-07-28,Stressed or anxious
sp10-01-45,2010-08-08T00:10:21Z,2010-07-28,Sad or depressed
sp10-01-45,2010-08-08T00:10:21Z,2010-07-28,Angry or frustrated
sp10-01-45,2010-08-08T00:10:21Z,2010-07-29,Happy or content
sp10-01-45,2010-08-08T00:10:21Z,2010-07-30,Happy or content
sp10-01-45,2010-08-08T00:10:21Z,2010-07-30,Calm or peaceful
sp10-01-45,2010-08-08T00:10:21Z,2010-07-31,Happy or content
sp10-01-45,2010-08-08T00:10:21Z,2010-07-31,Calm or peaceful
sp10-01-45,2010-08-08T00:10:21Z,2010-08-01,Happy or content
sp10-01-45,2010-08-08T00:10:21Z,2010-08-01,Calm or peaceful
sp10-01-45,2010-08-08T00:10:21Z,2010-07-26,Happy or content
sp10-01-45,2010-08-08T00:10:21Z,2010-07-27,Happy or content
sp10-01-45,2010-08-08T00:10:21Z,2010-07-28,Happy or content
sp10-01-45,2010-08-08T00:10:21Z,2010-07-28,Stressed or anxious
sp10-01-45,2010-08-08T00:10:21Z,2010-07-29,Happy or content
sp10-01-45,2010-08-08T00:10:21Z,2010-07-30,Happy or content
sp10-01-45,2010-08-08T00:10:21Z,2010-07-31,Happy or content
sp10-01-45,2010-08-08T00:10:21Z,2010-08-01,Happy or content
sp10-01-33,2010-08-07T09:16:46Z,2010-07-26,Calm or peaceful
sp10-01-33,2010-08-07T09:16:46Z,2010-07-27,Happy or content
sp10-01-33,2010-08-07T09:16:46Z,2010-07-28,Calm or peaceful
sp10-01-33,2010-08-07T09:16:46Z,2010-07-29,Stressed or anxious
sp10-01-33,2010-08-07T09:16:46Z,2010-07-30,Happy or content
sp10-01-33,2010-08-07T09:16:46Z,2010-07-31,Calm or peaceful
sp10-01-33,2010-08-07T09:16:46Z,2010-08-01,Calm or peaceful
sp10-01-33,2010-08-07T09:16:46Z,2010-07-26,Calm or peaceful
sp10-01-33,2010-08-07T09:16:46Z,2010-07-27,Happy or content
sp10-01-33,2010-08-07T09:16:46Z,2010-07-28,Calm or peaceful
sp10-01-33,2010-08-07T09:16:46Z,2010-07-29,Stressed or anxious
sp10-01-33,2010-08-07T09:16:46Z,2010-07-30,Happy or content
sp10-01-33,2010-08-07T09:16:46Z,2010-07-31,Calm or peaceful
sp10-01-33,2010-08-07T09:16:46Z,2010-08-01,Calm or peaceful
sp10-01-01,2010-08-04T19:47:39Z,2010-07-26,Calm or peaceful
sp10-01-01,2010-08-04T19:47:39Z,2010-07-27,Calm or peaceful
sp10-01-01,2010-08-04T19:47:39Z,2010-07-28,Calm or peaceful
sp10-01-01,2010-08-04T19:47:39Z,2010-07-29,Calm or peaceful
sp10-01-01,2010-08-04T19:47:39Z,2010-07-30,Calm or peaceful
sp10-01-01,2010-08-04T19:47:39Z,2010-07-31,Calm or peaceful
sp10-01-01,2010-08-04T19:47:39Z,2010-08-01,Calm or peaceful
sp10-01-01,2010-08-04T19:47:39Z,2010-07-26,Happy or content
sp10-01-01,2010-08-04T19:47:39Z,2010-07-27,Happy or content
sp10-01-01,2010-08-04T19:47:39Z,2010-07-28,Happy or content
sp10-01-01,2010-08-04T19:47:39Z,2010-07-29,Happy or content
sp10-01-01,2010-08-04T19:47:39Z,2010-07-30,Happy or content
sp10-01-01,2010-08-04T19:47:39Z,2010-07-31,Happy or content
sp10-01-01,2010-08-04T19:47:39Z,2010-08-01,Happy or content
sp10-01-29,2010-08-04T15:14:00Z,2010-07-26,Stressed or anxious
sp10-01-29,2010-08-04T15:14:00Z,2010-07-27,Happy or content
sp10-01-29,2010-08-04T15:14:00Z,2010-07-28,Happy or content
sp10-01-29,2010-08-04T15:14:00Z,2010-07-29,Happy or content
sp10-01-29,2010-08-04T15:14:00Z,2010-07-30,Stressed or anxious
sp10-01-29,2010-08-04T15:14:00Z,2010-07-31,Happy or content
sp10-01-29,2010-08-04T15:14:00Z,2010-07-31,Calm or peaceful
sp10-01-29,2010-08-04T15:14:00Z,2010-08-01,Happy or content
sp10-01-29,2010-08-04T15:14:00Z,2010-07-26,Happy or content
sp10-01-29,2010-08-04T15:14:00Z,2010-07-27,Happy or content
sp10-01-29,2010-08-04T15:14:00Z,2010-07-28,Happy or content
sp10-01-29,2010-08-04T15:14:00Z,2010-07-29,Happy or content
sp10-01-29,2010-08-04T15:14:00Z,2010-07-30,Happy or content
sp10-01-29,2010-08-04T15:14:00Z,2010-07-30,Stressed or anxious
sp10-01-29,2010-08-04T15:14:00Z,2010-07-31,Happy or content
sp10-01-29,2010-08-04T15:14:00Z,2010-07-31,Calm or peaceful
sp10-01-29,2010-08-04T15:14:00Z,2010-08-01,Happy or content
sp10-01-46,2010-08-04T01:30:22Z,2010-07-26,Happy or content
sp10-01-46,2010-08-04T01:30:22Z,2010-07-27,Happy or content
sp10-01-46,2010-08-04T01:30:22Z,2010-07-27,Stressed or anxious
sp10-01-46,2010-08-04T01:30:22Z,2010-07-28,Happy or content
sp10-01-46,2010-08-04T01:30:22Z,2010-07-29,Happy or content
sp10-01-46,2010-08-04T01:30:22Z,2010-07-30,Happy or content
sp10-01-46,2010-08-04T01:30:22Z,2010-07-31,Happy or content
sp10-01-46,2010-08-04T01:30:22Z,2010-08-01,Happy or content
sp10-01-46,2010-08-04T01:30:22Z,2010-08-01,Calm or peaceful
sp10-01-46,2010-08-04T01:30:22Z,2010-07-26,Happy or content
sp10-01-46,2010-08-04T01:30:22Z,2010-07-27,Happy or content
sp10-01-46,2010-08-04T01:30:22Z,2010-07-28,Happy or content
sp10-01-46,2010-08-04T01:30:22Z,2010-07-29,Happy or content
sp10-01-46,2010-08-04T01:30:22Z,2010-07-30,Happy or content
sp10-01-46,2010-08-04T01:30:22Z,2010-07-31,Happy or content
sp10-01-46,2010-08-04T01:30:22Z,2010-08-01,Happy or content
sp10-01-10,2010-08-03T21:47:28Z,2010-07-26,Happy or content
sp10-01-10,2010-08-03T21:47:28Z,2010-07-26,Stressed or anxious
sp10-01-10,2010-08-03T21:47:28Z,2010-07-27,Stressed or anxious
sp10-01-10,2010-08-03T21:47:28Z,2010-07-28,Happy or content
sp10-01-10,2010-08-03T21:47:28Z,2010-07-28,Stressed or anxious
sp10-01-10,2010-08-03T21:47:28Z,2010-07-29,Stressed or anxious
sp10-01-10,2010-08-03T21:47:28Z,2010-07-30,Stressed or anxious
sp10-01-10,2010-08-03T21:47:28Z,2010-07-31,Stressed or anxious
sp10-01-10,2010-08-03T21:47:28Z,2010-07-31,Angry or frustrated
sp10-01-10,2010-08-03T21:47:28Z,2010-08-01,Happy or content
sp10-01-10,2010-08-03T21:47:28Z,2010-08-01,Stressed or anxious
sp10-01-10,2010-08-03T21:47:28Z,2010-07-26,Stressed or anxious
sp10-01-10,2010-08-03T21:47:28Z,2010-07-27,Stressed or anxious
sp10-01-10,2010-08-03T21:47:28Z,2010-07-28,Stressed or anxious
sp10-01-10,2010-08-03T21:47:28Z,2010-07-29,Stressed or anxious
sp10-01-10,2010-08-03T21:47:28Z,2010-07-30,Stressed or anxious
sp10-01-10,2010-08-03T21:47:28Z,2010-07-31,Stressed or anxious
sp10-01-10,2010-08-03T21:47:28Z,2010-08-01,Stressed or anxious
sp10-01-49,2010-08-03T16:52:36Z,2010-07-26,Happy or content
sp10-01-49,2010-08-03T16:52:36Z,2010-07-27,Happy or content
sp10-01-49,2010-08-03T16:52:36Z,2010-07-28,Happy or content
sp10-01-49,2010-08-03T16:52:36Z,2010-07-28,Stressed or anxious
sp10-01-49,2010-08-03T16:52:36Z,2010-07-29,Happy or content
sp10-01-49,2010-08-03T16:52:36Z,2010-07-30,Happy or content
sp10-01-49,2010-08-03T16:52:36Z,2010-07-30,Stressed or anxious
sp10-01-49,2010-08-03T16:52:36Z,2010-07-31,Happy or content
sp10-01-49,2010-08-03T16:52:36Z,2010-08-01,Happy or content
sp10-01-49,2010-08-03T16:52:36Z,2010-08-01,Calm or peaceful
sp10-01-49,2010-08-03T16:52:36Z,2010-07-26,Happy or content
sp10-01-49,2010-08-03T16:52:36Z,2010-07-27,Happy or content
sp10-01-49,2010-08-03T16:52:36Z,2010-07-28,Happy or content
sp10-01-49,2010-08-03T16:52:36Z,2010-07-29,Happy or content
sp10-01-49,2010-08-03T16:52:36Z,2010-07-30,Happy or content
sp10-01-49,2010-08-03T16:52:36Z,2010-07-31,Happy or content
sp10-01-49,2010-08-03T16:52:36Z,2010-08-01,Calm or peaceful
sp10-01-02,2010-08-03T13:47:53Z,2010-07-26,Happy or content
sp10-01-02,2010-08-03T13:47:53Z,2010-07-27,Happy or content
sp10-01-02,2010-08-03T13:47:53Z,2010-07-28,Happy or content
sp10-01-02,2010-08-03T13:47:53Z,2010-07-29,Happy or content
sp10-01-02,2010-08-03T13:47:53Z,2010-07-30,Happy or content
sp10-01-02,2010-08-03T13:47:53Z,2010-07-31,Happy or content
sp10-01-02,2010-08-03T13:47:53Z,2010-08-01,Happy or content
sp10-01-02,2010-08-03T13:47:53Z,2010-07-26,Happy or content
sp10-01-02,2010-08-03T13:47:53Z,2010-07-27,Happy or content
sp10-01-02,2010-08-03T13:47:53Z,2010-07-28,Happy or content
sp10-01-02,2010-08-03T13:47:53Z,2010-07-29,Happy or content
sp10-01-02,2010-08-03T13:47:53Z,2010-07-30,Happy or content
sp10-01-02,2010-08-03T13:47:53Z,2010-07-31,Happy or content
sp10-01-02,2010-08-03T13:47:53Z,2010-08-01,Happy or content
sp10-01-40,2010-08-03T13:39:05Z,2010-07-26,Happy or content
sp10-01-40,2010-08-03T13:39:05Z,2010-07-27,Happy or content
sp10-01-40,2010-08-03T13:39:05Z,2010-07-28,Happy or content
sp10-01-40,2010-08-03T13:39:05Z,2010-07-28,Calm or peaceful
sp10-01-40,2010-08-03T13:39:05Z,2010-07-28,Stressed or anxious
sp10-01-40,2010-08-03T13:39:05Z,2010-07-28,Angry or frustrated
sp10-01-40,2010-08-03T13:39:05Z,2010-07-29,Happy or content
sp10-01-40,2010-08-03T13:39:05Z,2010-07-30,Happy or content
sp10-01-40,2010-08-03T13:39:05Z,2010-07-31,Happy or content
sp10-01-40,2010-08-03T13:39:05Z,2010-07-31,Calm or peaceful
sp10-01-40,2010-08-03T13:39:05Z,2010-08-01,Happy or content
sp10-01-40,2010-08-03T13:39:05Z,2010-08-01,Calm or peaceful
sp10-01-40,2010-08-03T13:39:05Z,2010-07-26,Happy or content
sp10-01-40,2010-08-03T13:39:05Z,2010-07-27,Happy or content
sp10-01-40,2010-08-03T13:39:05Z,2010-07-28,Happy or content
sp10-01-40,2010-08-03T13:39:05Z,2010-07-29,Happy or content
sp10-01-40,2010-08-03T13:39:05Z,2010-07-30,Happy or content
sp10-01-40,2010-08-03T13:39:05Z,2010-07-31,Happy or content
sp10-01-40,2010-08-03T13:39:05Z,2010-08-01,Happy or content
sp10-01-23,2010-08-03T13:27:19Z,2010-07-26,Happy or content
sp10-01-23,2010-08-03T13:27:19Z,2010-07-27,Happy or content
sp10-01-23,2010-08-03T13:27:19Z,2010-07-28,Happy or content
sp10-01-23,2010-08-03T13:27:19Z,2010-07-29,Happy or content
sp10-01-23,2010-08-03T13:27:19Z,2010-07-30,Happy or content
sp10-01-23,2010-08-03T13:27:19Z,2010-07-31,Happy or content
sp10-01-23,2010-08-03T13:27:19Z,2010-08-01,Happy or content
sp10-01-23,2010-08-03T13:27:19Z,2010-07-26,Happy or content
sp10-01-23,2010-08-03T13:27:19Z,2010-07-27,Happy or content
sp10-01-23,2010-08-03T13:27:19Z,2010-07-28,Happy or content
sp10-01-23,2010-08-03T13:27:19Z,2010-07-29,Happy or content
sp10-01-23,2010-08-03T13:27:19Z,2010-07-30,Happy or content
sp10-01-23,2010-08-03T13:27:19Z,2010-07-31,Happy or content
sp10-01-23,2010-08-03T13:27:19Z,2010-08-01,Happy or content
sp10-01-34,2010-08-03T12:56:33Z,2010-07-26,Calm or peaceful
sp10-01-34,2010-08-03T12:56:33Z,2010-07-27,Calm or peaceful
sp10-01-34,2010-08-03T12:56:33Z,2010-07-28,Calm or peaceful
sp10-01-34,2010-08-03T12:56:33Z,2010-07-29,Calm or peaceful
sp10-01-34,2010-08-03T12:56:33Z,2010-07-30,Calm or peaceful
sp10-01-34,2010-08-03T12:56:33Z,2010-07-30,Stressed or anxious
sp10-01-34,2010-08-03T12:56:33Z,2010-07-31,Calm or peaceful
sp10-01-34,2010-08-03T12:56:33Z,2010-08-01,Calm or peaceful
sp10-01-34,2010-08-03T12:56:33Z,2010-07-26,Calm or peaceful
sp10-01-34,2010-08-03T12:56:33Z,2010-07-27,Calm or peaceful
sp10-01-34,2010-08-03T12:56:33Z,2010-07-28,Calm or peaceful
sp10-01-34,2010-08-03T12:56:33Z,2010-07-29,Calm or peaceful
sp10-01-34,2010-08-03T12:56:33Z,2010-07-30,Calm or peaceful
sp10-01-34,2010-08-03T12:56:33Z,2010-07-31,Calm or peaceful
sp10-01-34,2010-08-03T12:56:33Z,2010-08-01,Calm or peaceful
sp10-01-16,2010-08-03T12:56:35Z,2010-07-26,Happy or content
sp10-01-16,2010-08-03T12:56:35Z,2010-07-26,Calm or peaceful
sp10-01-16,2010-08-03T12:56:35Z,2010-07-27,Happy or content
sp10-01-16,2010-08-03T12:56:35Z,2010-07-27,Calm or peaceful
sp10-01-16,2010-08-03T12:56:35Z,2010-07-28,Happy or content
sp10-01-16,2010-08-03T12:56:35Z,2010-07-28,Calm or peaceful
sp10-01-16,2010-08-03T12:56:35Z,2010-07-29,Happy or content
sp10-01-16,2010-08-03T12:56:35Z,2010-07-29,Calm or peaceful
sp10-01-16,2010-08-03T12:56:35Z,2010-07-30,Happy or content
sp10-01-16,2010-08-03T12:56:35Z,2010-07-30,Calm or peaceful
sp10-01-16,2010-08-03T12:56:35Z,2010-07-31,Happy or content
sp10-01-16,2010-08-03T12:56:35Z,2010-07-31,Calm or peaceful
sp10-01-16,2010-08-03T12:56:35Z,2010-08-01,Happy or content
sp10-01-16,2010-08-03T12:56:35Z,2010-08-01,Calm or peaceful
sp10-01-16,2010-08-03T12:56:35Z,2010-07-26,Calm or peaceful
sp10-01-16,2010-08-03T12:56:35Z,2010-07-27,Calm or peaceful
sp10-01-16,2010-08-03T12:56:35Z,2010-07-28,Calm or peaceful
sp10-01-16,2010-08-03T12:56:35Z,2010-07-29,Calm or peaceful
sp10-01-16,2010-08-03T12:56:35Z,2010-07-30,Calm or peaceful
sp10-01-16,2010-08-03T12:56:35Z,2010-07-31,Calm or peaceful
sp10-01-16,2010-08-03T12:56:35Z,2010-08-01,Calm or peaceful
sp10-01-48,2010-08-03T12:47:49Z,2010-07-26,Happy or content
sp10-01-48,2010-08-03T12:47:49Z,2010-07-26,Calm or peaceful
sp10-01-48,2010-08-03T12:47:49Z,2010-07-27,Happy or content
sp10-01-48,2010-08-03T12:47:49Z,2010-07-27,Calm or peaceful
sp10-01-48,2010-08-03T12:47:49Z,2010-07-28,Happy or content
sp10-01-48,2010-08-03T12:47:49Z,2010-07-28,Calm or peaceful
sp10-01-48,2010-08-03T12:47:49Z,2010-07-29,Happy or content
sp10-01-48,2010-08-03T12:47:49Z,2010-07-29,Calm or peaceful
sp10-01-48,2010-08-03T12:47:49Z,2010-07-30,Happy or content
sp10-01-48,2010-08-03T12:47:49Z,2010-07-30,Calm or peaceful
sp10-01-48,2010-08-03T12:47:49Z,2010-07-31,Happy or content
sp10-01-48,2010-08-03T12:47:49Z,2010-07-31,Calm or peaceful
sp10-01-48,2010-08-03T12:47:49Z,2010-08-01,Happy or content
sp10-01-48,2010-08-03T12:47:49Z,2010-08-01,Calm or peaceful
sp10-01-48,2010-08-03T12:47:49Z,2010-07-26,Happy or content
sp10-01-48,2010-08-03T12:47:49Z,2010-07-27,Happy or content
sp10-01-48,2010-08-03T12:47:49Z,2010-07-28,Happy or content
sp10-01-48,2010-08-03T12:47:49Z,2010-07-29,Happy or content
sp10-01-48,2010-08-03T12:47:49Z,2010-07-30,Happy or content
sp10-01-48,2010-08-03T12:47:49Z,2010-07-31,Happy or content
sp10-01-48,2010-08-03T12:47:49Z,2010-08-01,Happy or content
sp10-01-13,2010-08-03T04:31:35Z,2010-07-26,Calm or peaceful
sp10-01-13,2010-08-03T04:31:35Z,2010-07-27,Calm or peaceful
sp10-01-13,2010-08-03T04:31:35Z,2010-07-28,Calm or peaceful
sp10-01-13,2010-08-03T04:31:35Z,2010-07-29,Calm or peaceful
sp10-01-13,2010-08-03T04:31:35Z,2010-07-30,Calm or peaceful
sp10-01-13,2010-08-03T04:31:35Z,2010-07-31,Calm or peaceful
sp10-01-13,2010-08-03T04:31:35Z,2010-08-01,Calm or peaceful
sp10-01-13,2010-08-03T04:31:35Z,2010-07-26,Calm or peaceful
sp10-01-13,2010-08-03T04:31:35Z,2010-07-27,Calm or peaceful
sp10-01-13,2010-08-03T04:31:35Z,2010-07-28,Calm or peaceful
sp10-01-13,2010-08-03T04:31:35Z,2010-07-29,Calm or peaceful
sp10-01-13,2010-08-03T04:31:35Z,2010-07-30,Calm or peaceful
sp10-01-13,2010-08-03T04:31:35Z,2010-07-31,Calm or peaceful
sp10-01-13,2010-08-03T04:31:35Z,2010-08-01,Calm or peaceful
sp10-01-36,2010-08-03T04:26:45Z,2010-07-26,Stressed or anxious
sp10-01-36,2010-08-03T04:26:45Z,2010-07-27,Calm or peaceful
sp10-01-36,2010-08-03T04:26:45Z,2010-07-28,Calm or peaceful
sp10-01-36,2010-08-03T04:26:45Z,2010-07-29,Calm or peaceful
